base,aligned,prompt,dose,n_words,layer,frac,T_bb,T_ba,T_ab,T_aa,T_bw,T_bn,cov_b,cov_a
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,8,0.3333,1.728384,1.715827,1.712474,1.702159,1.715827,1.728384,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,9,0.3750,1.674601,1.670771,1.675623,1.671342,1.670771,1.674601,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,10,0.4167,1.690165,1.680432,1.702680,1.691401,1.680432,1.690165,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,11,0.4583,1.688911,1.676631,1.707638,1.691955,1.676631,1.688911,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,12,0.5000,1.682693,1.670773,1.705805,1.688126,1.670773,1.682693,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,13,0.5417,1.666717,1.662613,1.680571,1.674997,1.662613,1.666717,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,14,0.5833,1.767922,1.755098,1.859594,1.842648,1.755098,1.767922,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,15,0.6250,1.811668,1.794683,1.823918,1.808936,1.794683,1.811668,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,16,0.6667,1.782601,1.752133,1.686080,1.669266,1.752133,1.782601,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,17,0.7083,1.666709,1.658140,1.633599,1.630782,1.658140,1.666709,0.000003,0.000003
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,18,0.7500,1.684734,1.668474,1.637802,1.630604,1.668474,1.684734,0.000000,0.000001
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,19,0.7917,1.660844,1.652583,1.600983,1.600808,1.652583,1.660844,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,20,0.8333,1.746359,1.722693,1.622767,1.619631,1.722693,1.746359,0.000012,0.000196
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,21,0.8750,2.313674,2.211174,1.802255,1.767412,2.211174,2.313674,0.000093,0.000302
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,22,0.9167,1.988740,1.944724,1.703130,1.689748,1.944724,1.988740,0.000433,0.000108
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,23,0.9583,2.102878,2.039484,1.756992,1.731657,2.039484,2.102878,0.197544,0.144531
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was a woman and he wanted to,1.9638,58,24,1.0000,1.749877,1.744985,1.655314,1.644993,1.744985,1.749877,0.270402,0.282985
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,0,0.0000,3.856563,3.825782,3.850801,3.819917,3.825782,3.856563,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,1,0.0417,3.248243,3.259008,3.219040,3.228905,3.259008,3.248243,0.000001,0.000001
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,2,0.0833,3.256560,3.269701,3.246241,3.258888,3.269701,3.256560,0.000003,0.000005
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,3,0.1250,3.429615,3.425519,3.435338,3.430474,3.425519,3.429615,0.000044,0.000045
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,4,0.1667,3.402737,3.399352,3.411386,3.407080,3.399352,3.402737,0.000051,0.000052
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,5,0.2083,3.387995,3.385448,3.396950,3.393391,3.385448,3.387995,0.000058,0.000059
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,6,0.2500,3.382252,3.379456,3.389880,3.386217,3.379456,3.382252,0.000078,0.000077
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,7,0.2917,3.372063,3.369583,3.379845,3.376660,3.369583,3.372063,0.000094,0.000089
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,8,0.3333,3.376694,3.373778,3.384017,3.380365,3.373778,3.376694,0.000093,0.000089
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,9,0.3750,3.518531,3.547335,3.447511,3.464968,3.547335,3.518531,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,10,0.4167,3.178077,3.182718,3.068363,3.074888,3.182718,3.178077,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,11,0.4583,3.040328,3.037252,3.000217,2.997989,3.037252,3.040328,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,12,0.5000,3.092132,3.076199,3.089985,3.086344,3.076199,3.092132,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,13,0.5417,3.223227,3.232387,3.345388,3.360876,3.232387,3.223227,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,14,0.5833,3.400633,3.397677,3.428387,3.437809,3.397677,3.400633,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,15,0.6250,3.624737,3.600332,3.437715,3.427228,3.600332,3.624737,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,16,0.6667,3.641118,3.586159,3.639731,3.587761,3.586159,3.641118,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,17,0.7083,3.085066,3.074999,3.059781,3.064929,3.074999,3.085066,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,18,0.7500,3.647084,3.559442,3.459140,3.393041,3.559442,3.647084,0.000000,0.000001
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,19,0.7917,3.633985,3.557059,3.574665,3.509621,3.557059,3.633985,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,20,0.8333,4.491179,4.331633,4.211458,4.092433,4.331633,4.491179,0.000016,0.000361
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,21,0.8750,5.975515,5.970520,5.927357,5.903586,5.970520,5.975515,0.012938,0.049066
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,22,0.9167,5.222248,5.190568,5.136488,5.082460,5.190568,5.222248,0.007117,0.001753
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,23,0.9583,5.202336,5.112569,5.059754,4.941003,5.112569,5.202336,0.727653,0.669230
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and disgusting and she wanted to,3.7258,65,24,1.0000,3.518852,3.492136,3.464758,3.420550,3.492136,3.518852,0.317289,0.499109
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,0,0.0000,2.505557,2.480115,2.503933,2.478338,2.480115,2.505557,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,1,0.0417,2.577646,2.590730,2.560424,2.572857,2.590730,2.577646,0.000001,0.000001
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,2,0.0833,2.517787,2.533320,2.496973,2.510826,2.533320,2.517787,0.000035,0.000061
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,3,0.1250,2.475355,2.472222,2.471062,2.467705,2.472222,2.475355,0.000064,0.000071
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,4,0.1667,2.462667,2.460062,2.459231,2.456349,2.460062,2.462667,0.000071,0.000078
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,5,0.2083,2.452804,2.450370,2.449669,2.446939,2.450370,2.452804,0.000081,0.000089
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,6,0.2500,2.444698,2.442204,2.441337,2.438531,2.442204,2.444698,0.000100,0.000108
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,7,0.2917,2.437644,2.435304,2.433464,2.430923,2.435304,2.437644,0.000111,0.000117
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,8,0.3333,2.429418,2.426798,2.424034,2.421175,2.426798,2.429418,0.000120,0.000125
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,9,0.3750,2.919236,2.958035,2.830238,2.855646,2.958035,2.919236,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,10,0.4167,2.641047,2.653435,2.527694,2.533271,2.653435,2.641047,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,11,0.4583,2.293671,2.285648,2.141455,2.137011,2.285648,2.293671,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,12,0.5000,2.589638,2.575025,2.477566,2.483646,2.575025,2.589638,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,13,0.5417,2.519435,2.532310,2.477630,2.495173,2.532310,2.519435,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,14,0.5833,2.809564,2.784918,2.643584,2.644027,2.784918,2.809564,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,15,0.6250,3.195328,3.089486,2.815683,2.744293,3.089486,3.195328,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,16,0.6667,3.197656,3.099107,3.172272,3.052981,3.099107,3.197656,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,17,0.7083,2.326808,2.324165,2.233092,2.238251,2.324165,2.326808,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,18,0.7500,2.780486,2.668145,2.673414,2.588008,2.668145,2.780486,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,19,0.7917,2.780421,2.722342,2.550061,2.504769,2.722342,2.780421,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,20,0.8333,2.950939,2.889504,2.741858,2.717014,2.889504,2.950939,0.000003,0.000016
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,21,0.8750,2.971728,2.897646,2.669308,2.651972,2.897646,2.971728,0.000018,0.000166
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,22,0.9167,2.358956,2.347351,2.285617,2.295568,2.347351,2.358956,0.000029,0.000025
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,23,0.9583,2.655427,2.633954,2.475498,2.470604,2.633954,2.655427,0.063406,0.038516
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and she wanted to,2.7145,70,24,1.0000,2.642190,2.638505,2.532475,2.541171,2.638505,2.642190,0.403816,0.484548
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,0,0.0000,2.582977,2.463746,2.565836,2.446373,2.463746,2.582977,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,1,0.0417,2.686831,2.711117,2.665784,2.689385,2.711117,2.686831,0.000001,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,2,0.0833,2.463146,2.483439,2.449875,2.467903,2.483439,2.463146,0.000003,0.000006
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,3,0.1250,2.726843,2.728627,2.743078,2.744062,2.728627,2.726843,0.000044,0.000045
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,4,0.1667,2.696813,2.699185,2.720032,2.721436,2.699185,2.696813,0.000051,0.000052
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,5,0.2083,2.678787,2.681663,2.702866,2.704683,2.681663,2.678787,0.000058,0.000060
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,6,0.2500,2.678688,2.680409,2.700857,2.701900,2.680409,2.678688,0.000076,0.000076
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,7,0.2917,2.662402,2.663328,2.685493,2.686126,2.663328,2.662402,0.000092,0.000086
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,8,0.3333,2.674522,2.674958,2.699253,2.699458,2.674958,2.674522,0.000090,0.000085
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,9,0.3750,2.771889,2.808519,2.790325,2.819378,2.808519,2.771889,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,10,0.4167,2.495652,2.500527,2.359297,2.369643,2.500527,2.495652,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,11,0.4583,2.259970,2.256103,2.156865,2.151716,2.256103,2.259970,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,12,0.5000,2.289330,2.283760,2.273511,2.275517,2.283760,2.289330,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,13,0.5417,2.423735,2.435947,2.480947,2.498555,2.435947,2.423735,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,14,0.5833,2.540419,2.539008,2.538751,2.552816,2.539008,2.540419,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,15,0.6250,3.067821,3.005742,2.755348,2.718853,3.005742,3.067821,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,16,0.6667,2.688066,2.642738,2.477036,2.444861,2.642738,2.688066,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,17,0.7083,2.238507,2.245272,2.140807,2.154265,2.245272,2.238507,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,18,0.7500,2.318422,2.302347,2.113975,2.117703,2.302347,2.318422,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,19,0.7917,2.330754,2.315149,2.059214,2.061630,2.315149,2.330754,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,20,0.8333,2.805530,2.734225,2.391140,2.385932,2.734225,2.805530,0.000042,0.000188
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,21,0.8750,5.026716,4.879476,3.048374,2.951800,4.879476,5.026716,0.003698,0.005090
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,22,0.9167,3.139989,3.080354,2.150733,2.177119,3.080354,3.139989,0.000611,0.000974
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,23,0.9583,3.282885,3.236898,2.165290,2.184603,3.236898,3.282885,0.482437,0.427845
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was beautiful and ugly and she wanted to,2.8513,71,24,1.0000,2.570743,2.551256,2.401877,2.388468,2.551256,2.570743,0.353658,0.426222
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was captive and chose to,4.3459,62,0,0.0000,4.303144,4.288079,4.301797,4.287129,4.288079,4.303144,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was captive and chose to,4.3459,62,1,0.0417,4.387616,4.386019,4.378794,4.379264,4.386019,4.387616,0.000001,0.000001
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was captive and chose to,4.3459,62,2,0.0833,4.230143,4.229697,4.230826,4.231047,4.229697,4.230143,0.000001,0.000003
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was captive and chose to,4.3459,62,3,0.1250,4.341640,4.349233,4.364059,4.374096,4.349233,4.341640,0.000034,0.000051
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,He was captive and chose to,4.3459,62,4,0.1667,4.331686,4.338811,4.357829,4.367425,4.338811,4.331686,0.000035,0.000059
